ID_Venta,ID_Producto,ID_Cliente,Fecha_Venta,Cantidad,Precio_Unitario
6009,135,103,2023-02-08,5,694.1
9255,105,692,2023-06-18,4,1312.22
11800,124,771,2022-01-20,5,486.04
5105,145,17,2023-08-21,2,104.8
10923,109,213,2023-09-10,4,1178.69
9689,154,147,2022-06-11,2,69.82
6708,130,548,2023-03-02,1,247.94
8065,148,38,2023-06-25,5,263.37
11391,139,48,2023-05-22,3,283.7
10730,125,55,2022-04-09,5,394.72
2661,161,525,2023-06-07,4,463.06
6579,156,263,2021-01-31,3,569.72
2565,101,349,2023-12-12,3,1236.18
435,156,803,2022-02-15,5,551.93
8398,109,54,2023-02-15,2,1139.61
11698,130,688,2023-02-02,2,277.83
8133,106,160,2023-03-10,2,928.33
7645,138,792,2023-02-10,-1,500.4
8870,163,777,2023-06-26,-1,482.36
7342,155,526,2021-12-24,0,139.0
791,112,200,2023-04-15,5,830.63
9532,122,783,2023-07-28,5,840.63
9773,155,20,2021-05-30,5,132.09
1164,118,519,2023-07-07,2,719.27
828,154,773,08-07-2023,1,78.79
7353,117,664,2023-08-24,1,594.74
12146,119,604,2021-01-19,207,593.29
2226,159,587,2023-11-26,5,394.56
5962,115,175,2021-04-04,872,256.66
9966,135,167,2022-09-20,1,649.97
4470,163,263,2023-09-22,2,-93.6604858098555
2359,114,663,2023-10-16,3,633.71
8612,159,788,2023-05-06,4,
63,115,601,2023-03-07,1,287.92
3301,116,65,2021-12-18,3,865.22
4595,139,357,2023-09-08,1,298.47
9387,158,641,2023-09-12,2,309.7
3635,109,181,2022-06-20,167,1153.27
2445,151,400,2023-01-29,5,182.41
5437,112,222,2023-06-24,5,784.65
1403,158,93,2021-01-27,3,406.11
2829,123,132,2023-02-24,0,323.02
638,147,541,2023-06-21,2,200.56
3998,122,737,2021-11-24,5,747.76
346,150,187,2023-02-16,1,70.87
3216,161,574,2022-02-28,-1,463.97
3058,105,636,2022-10-01,4,1339.69
764,154,459,07-21-2021,5,92.61
3883,142,342,2023-12-01,4,651.87
6469,112,554,2023-12-17,1,837.6
6677,145,24,2023-08-04,3,145.01
8321,153,280,2023-10-07,2,46.28
441,134,373,2023-09-17,1,302.36
2002,114,27,2023-08-25,4,695.55
11588,107,701,2021-10-12,3,589.42
11767,101,136,2023-07-26,1,
10320,116,34,2023-11-16,5,942.85
9275,122,144,2023-10-17,5,820.43
5470,104,763,2023-04-09,3,702.5
84,133,37,2023-11-22,1,280.74
8977,149,188,2023-07-06,1,171.58
46,105,321,2021-01-04,4,1359.2
1544,105,545,2023-07-18,3,-72.81170833930594
2594,153,276,2023-02-08,5,53.65
5051,111,22,2023-01-11,1,847.1
7512,108,636,2023-09-19,1,-80.80475691026197
3321,106,96,2023-02-28,3,816.4
94,144,657,2023-10-30,3,392.27
11268,134,724,2022-06-02,1,327.86
6179,141,82,2023-06-15,1,760.56
1525,146,517,2025-13-45,5,52.29
11794,113,253,2021-04-25,4,804.33
4785,148,220,2023-09-15,1,251.43
6598,141,768,2023-01-18,2,758.76
10681,120,402,2021-08-15,3,926.11
7231,161,91,2022-12-25,5,457.96
2782,108,150,2023-04-02,3,1054.25
1643,153,619,2023-04-11,3,40.61
2763,142,750,2023-12-26,3,653.04
3169,146,382,2022-05-21,4,64.71
1062,109,208,2023-02-11,5,
302,157,310,2022-01-04,4,342.23
5511,111,238,2021-12-21,5,752.64
2986,130,360,2023-04-07,4,263.38
1137,112,426,2022-01-26,2,848.7
9629,146,36,2023-10-10,4,0.0
7178,139,373,2021-04-16,2,313.36
6320,148,343,2023-01-17,4,248.0
3918,9040,480,07-20-2023,3,749.71
9800,117,122,2023-05-12,1,589.9
11569,137,204,2024-01-20,435,589.58
10938,123,531,2023-10-29,2,350.57
8755,112,378,2022-07-01,4,832.63
4447,153,566,2022-07-02,4,37.35
3525,158,294,2023-04-25,4,322.44
6559,114,628,2021-05-27,5,656.92
1587,114,51,2022-10-23,4,667.79
792,130,348,2022-11-18,3,242.93
9462,161,253,2023-11-17,-1,404.18
10612,115,47,2023-05-08,5,280.51
49,158,282,2021-09-10,4,370.07
1617,138,503,2023-08-10,1,440.0
11431,105,658,2023-02-22,-1,1379.03
2664,146,148,2021-12-14,1,57.44
10088,118,367,2023-06-27,4,699.82
8802,155,544,2021-05-19,3,102.61
7663,142,239,2023-01-01,1,730.2
2558,110,540,2023-02-27,1,
10201,156,822,2023-04-11,3,533.67
1012,130,490,2023-12-05,4,269.76
6321,159,38,2023-01-04,3,351.67
5004,112,822,2023-04-01,4,799.84
4194,142,132,2023-12-03,1,670.83
10324,155,748,2022-01-07,5,103.69
8340,152,115,2023-10-16,2,113.6
5820,144,423,2023-07-22,1,444.32
9875,137,691,2023-01-27,4,658.42
2844,105,659,2021-01-16,4,1326.03
2780,130,406,2023-05-08,2,271.26
9664,139,266,2021-06-10,5,
3103,139,708,2022-12-14,2,321.98
5618,123,540,2023-11-17,5,358.72
1426,153,12,2021-08-14,5,44.96
10817,124,157,2022-09-29,5,416.13
1898,147,21,2023-05-16,5,171.27
4566,124,109,2023-09-01,5,469.56
9667,109,809,2021-11-21,2,1222.2
6483,154,504,2023-03-29,5,95.63
10046,142,250,2023-04-21,2,627.29
3018,115,471,2023-01-18,4,280.6
11332,123,306,2022-06-25,3,370.83
5711,118,668,2023-03-20,4,709.7
1298,107,328,2023-02-13,3,628.0
11328,125,5,2022-05-22,4,394.52
1742,127,213,2023-10-02,5,354.27
6570,153,142,invalid_date,1,53.47
3342,125,626,2021-03-08,5,361.28
2562,141,135,2022-07-17,2,653.38
9347,105,613,2023-06-06,3,1312.66
11224,144,233,2023-09-06,1,389.03
261,138,729,2022-10-16,3,12060.342144847004
4662,114,773,2023-11-24,2,714.7
2927,144,233,2023-11-14,4,390.68
4717,140,716,2023-05-06,1,370.83
2866,105,495,2021-12-06,2,1395.23
2267,107,278,2023-12-18,5,649.04
3324,118,197,2021-01-11,-1,634.39
11475,131,230,2023-03-21,2,453.72
7635,136,87,2023-01-25,4,346.84
7381,118,723,2023-11-29,3,0.0
6242,151,149,2022-03-02,4,177.05
9630,118,261,2023-07-10,4,687.4
7203,109,718,2023-07-25,3,1106.61
9666,125,521,2023-04-17,3,343.54
6163,155,593,2023-11-07,4,119.94
2088,124,710,2023-02-21,1,425.01
6499,155,490,2021-06-06,5,104.22
6106,112,248,2023-08-09,3,846.05
6341,135,381,2022-10-13,2,
4500,119,573,2021-05-20,4,-58.92520163162563
7217,148,156,2022-07-29,3,274.89
4993,115,413,2024-01-10,2,300.07
4598,116,526,2023-08-01,3,945.41
5648,156,502,2021-04-30,417,623.38
12183,115,789,2021-11-30,3,260.87
399,106,725,2023-11-25,3,850.04
1371,140,164,2023-08-14,0,324.58
10531,111,260,2022-10-26,1,778.11
1637,119,334,2022-04-05,3,608.44
1376,143,273,2023-09-29,1,352.66
3755,127,414,2023-04-05,1,400.1
11616,144,434,2023-12-19,4,474.08
11932,140,5,2022-06-18,2,355.27
7709,138,243,2023-05-04,4,483.43
7778,104,229,2023-01-09,4,677.33
8277,129,1851,2022-02-09,1,260.87
5275,124,268,2023-03-26,1,470.33
9433,131,184,2023-01-24,3,393.82
4317,127,630,2023-10-17,3,353.94
10983,119,411,2021-11-17,5,653.61
7834,145,379,2023-11-19,2,155.99
1221,132,266,2023-02-17,3,366.76
1217,107,190,2023-12-04,2,9295.89394116917
4408,157,715,2023-06-20,3,357.35
6805,162,438,2022-04-05,2,226.0
1307,113,629,2023-08-26,1,768.01
8399,162,500,2023-09-08,3,310.94
1657,161,209,2021-08-26,3,366.16
8911,114,50,2023-10-14,1,685.74
6087,104,340,2023-03-15,1,779.86
9165,135,417,2023-03-03,3,750.65
4468,108,563,2023-06-08,2,1142.14
11091,107,101,2022-06-30,5,655.98
5642,130,142,2021-08-01,4,276.97
4379,140,243,2023-04-21,1,329.62
4101,122,709,2022-09-22,4,871.36
11067,146,712,2022-03-07,4,73.3
11004,113,624,2023-11-21,5,861.1
7721,104,155,2021-05-25,1,758.44
9884,151,71,2021-03-07,4,183.4
10375,139,560,2023-07-25,2,267.99
10323,161,393,2021-06-21,3,412.81
10289,112,236,2023-03-02,3,720.21
8804,102,433,2023-12-16,3,0.0
129,148,56,2023-02-01,5,193.2
8603,138,405,2023-05-23,2,446.64
6619,141,688,2022-03-10,4,661.95
7007,136,20,2022-01-13,1,390.99
10113,109,798,2023-08-03,1,1108.34
7423,128,642,2022-07-31,4,623.07
11834,132,351,2023-03-16,1,372.51
1242,144,92,2023-07-11,1,464.01
2343,156,759,2023-10-15,-1,580.84
11792,158,1,2023-02-02,2,285.96
10067,141,557,2023-08-12,3,596.01
10243,131,456,2021-03-30,1,407.66
10667,127,22,2023-10-31,5,355.86
3406,127,139,2021-04-24,3,413.92
1281,130,188,2023-12-12,2,272.27
289,145,705,2023-01-28,5,127.12
4441,156,584,2022-09-15,3,613.79
8576,130,713,2021-08-08,5,254.11
3236,125,422,2021-10-30,4,337.44
5835,141,667,2023-07-23,5,711.08
264,135,399,2023-11-09,2,590.26
6612,9314,230,2023-08-19,4,0.0
1700,116,646,2023-07-11,1,923.5
303,161,116,2023-04-23,4,514.08
6966,109,337,2023-09-05,1,0.0
7335,117,503,2023-08-21,3,659.91
6432,134,664,2022-10-24,2,334.53
3944,120,139,2021-08-12,1,945.27
1854,105,680,2023-04-01,5,1426.74
2420,112,395,2023-08-29,4,729.04
2762,139,168,02-11-2023,-1,292.33
6450,106,551,2023-03-31,2,857.94
1226,101,202,2023-09-01,1,1113.27
11703,122,79,2023-10-13,2,875.55
3170,141,713,2022-05-16,1,623.86
333,139,247,2021-08-29,3,293.47
8439,153,160,2023-11-01,3,42.08
3750,162,1,2023-07-30,5,310.02
3615,137,20,2023-02-19,2,547.98
6460,109,414,2022-02-03,1,0.0
10235,149,809,20231112,5,152.52
6724,142,277,2023-11-29,1,633.6
8852,152,610,2023-01-07,3,111.39
2676,143,377,2023-04-06,5,-51.70160052773058
11362,148,227,2023-04-15,2,241.76
11957,131,819,2023-11-08,4,401.7
7398,142,597,2023-07-08,4,678.47
9620,108,174,2023-12-08,2,1066.78
212,155,314,2021-07-24,5,129.06
7905,139,657,2023-05-12,1,337.5
816,114,526,2023-03-04,3,624.32
8138,119,340,2023-12-22,4,683.75
1121,107,461,2023-08-10,2,562.09
2871,116,565,2023-10-15,2,960.88
2466,133,296,2023-12-29,5,255.88
9726,122,459,2023-05-30,3,791.06
4835,156,607,2023-01-19,5,446.25
901,123,574,2023-01-06,2,342.98
864,104,41,2023-01-04,5,664.73
583,156,92,2024-01-28,3,464.75
215,115,373,2023-06-02,0,292.95
3466,105,133,2023-07-27,5,1344.02
9463,154,324,2023-03-10,3,93.45
11923,113,551,2021-06-11,1,886.09
7916,137,195,16/05/2023,5,573.22
1131,149,658,2023-05-27,5,193.28
11681,101,55,2023-06-17,3,1079.53
12140,130,164,2023-07-25,4,264.95
2815,163,112,2021-06-11,1,411.11
1220,143,382,2023-09-29,5,0.0
6255,136,493,2023-11-01,1,382.25
9112,147,516,2024-01-13,3,253.49
11413,128,391,2023-01-05,4,-55.18363193985938
12128,107,413,2021-12-09,3,615.0
6129,154,208,2022-12-08,4,82.62
2188,105,637,20230908,2,1249.64
1098,146,515,2023-02-15,3,73.06
5201,106,639,2022-07-20,2,935.21
7320,154,431,2023-05-02,3,92.56
11193,149,209,2023-08-23,5,160.35
6833,141,49,2022-05-03,3,621.62
8995,139,612,2023-04-21,4,7654.3820328352
11921,9298,318,2022-04-25,3,515.57
9767,146,467,2025-13-45,5,62.06
9232,118,680,2022-08-10,1,728.09
11634,128,257,2022-04-29,1,617.37
7539,114,792,2023-01-18,1,654.69
12202,141,261,2021-04-10,3,613.88
8029,163,531,2023-11-15,3,455.02
9052,134,271,2023-07-24,5,345.54
5945,120,35,2021-07-31,4,805.67
9846,148,155,2021-05-08,2,275.83
659,139,297,2021-12-27,1,299.17
150,113,88,2021-08-12,4,849.73
10602,142,428,2023-06-12,3,772.27
5071,120,274,2022-10-22,4,912.67
9882,119,33,2023-11-18,4,680.21
9739,106,768,2021-02-08,2,816.89
2477,163,285,2021-08-12,1,540.56
6899,137,106,2023-02-18,2,646.83
2379,116,577,2022-03-12,5,984.09
3628,143,397,2023-10-25,5,316.02
11176,128,438,2023-08-30,2,674.16
2837,115,101,2023-11-25,2,300.64
2550,117,264,2023-03-10,5,634.46
6327,148,726,2023-10-20,2,190.27
5308,136,497,2023-10-08,3,356.64
11928,128,377,2022-04-16,2,-38.17562177495797
5047,104,427,2024-01-01,5,698.8
11416,107,711,2023-07-18,3,606.92
3399,158,262,2023-05-07,1,349.83
77,123,804,2023-04-13,2,363.37
1499,130,1999,2023-09-06,5,245.82
4100,109,218,2022-04-21,4,1119.93
10646,116,200,09-07-2023,3,914.03
2638,110,529,2023-07-17,4,797.92
6046,151,229,2023-02-25,2,121.93
9500,101,508,2022-10-11,5,1210.17
406,135,370,2023-04-11,5,662.68
9269,141,769,2022-09-09,2,698.95
6967,158,329,2023-07-24,1,358.84
2503,149,269,2023-05-24,1,193.74
12168,143,501,2021-09-18,1,369.02
7751,106,39,2022-11-30,2,901.34
3977,143,271,2023-12-05,4,292.7
4012,118,70,2023-07-18,3,753.21
6278,135,670,2022-09-21,3,729.87
8552,123,273,2023-06-05,4,316.57
10241,154,516,2023-03-26,0,85.77
5062,159,705,2023-07-19,5,438.49
6391,148,26,2023-04-12,1,216.6
6373,155,336,2022-12-31,5,114.09
4041,148,310,2023-06-22,1,224.17
8017,123,545,2023-04-12,5,341.18
10204,162,519,2023-03-21,4,
1489,138,558,2023-08-16,3,395.81
2796,158,629,2023-12-14,1,330.49
3836,131,477,2023-04-02,3,395.43
2280,137,376,2021-04-06,1,583.85
7182,131,770,2021-02-22,5,-10.99122721291524
9144,125,734,2022-05-22,0,384.1
5870,109,814,2023-03-19,2,1049.94
525,139,147,03-24-2023,5,
3139,158,340,2021-01-25,1,362.22
3724,143,212,2023-10-26,5,356.07
5552,162,569,2024-01-20,-1,320.25
6000,123,530,2023-11-10,4,373.05
5698,149,160,2023-01-10,5,203.43
4496,119,71,2021-10-25,5,621.27
11216,111,351,27/11/2023,3,768.4
10192,125,306,2023-08-11,5,364.21
9828,151,248,2022-04-19,5,159.15
9508,120,795,2023-04-09,2,832.0
7058,138,427,2023-12-25,3,452.52
8865,131,106,2022-05-07,3,422.09
1043,123,471,2024-01-18,5,364.17
1572,141,467,2023-08-27,4,648.04
3840,147,689,2023-11-25,5,244.65
10873,112,820,2023-07-11,2,729.38
6954,157,113,2023-08-21,1,345.75
9076,109,588,2023-05-21,-1,1240.31
10279,125,429,2023-08-09,1,371.23
11914,138,211,2024-01-14,2,447.03
9446,120,466,2023-08-30,4,923.47
790,138,112,2022-08-11,3,426.71
6532,151,291,2023-12-13,3,173.79
6644,158,287,2021-02-10,2,350.8
4463,118,686,2021-10-25,5,701.01
1820,122,418,2023-05-05,2,785.2
7978,136,473,2023-03-05,4,364.11
10972,135,89,2021-07-17,2,595.39
6735,106,1983,2022-08-24,1,809.27
2849,119,298,2022-05-10,3,683.16
4331,140,402,2021-01-30,5,366.9
10926,147,577,2022-07-28,5,218.65
1759,104,99,invalid_date,4,652.61
9174,116,291,2021-09-06,2,959.5
6913,110,662,2023-07-19,3,739.29
11237,137,441,2022-05-11,3,635.5
981,155,38,2023-04-30,4,95.49
1949,144,1142,2023-09-28,1,405.16
3135,151,41,2023-08-19,-1,166.13
5238,158,361,2025-13-45,3,397.68
10837,101,16,2021-05-04,3,1247.96
7093,151,124,2023-11-20,3,0.0
8642,108,674,2022-11-12,5,1114.79
6002,135,494,2023-03-19,2,591.09
6768,139,455,2022-04-03,4,309.5
9685,111,382,2023-09-02,4,0.0
768,125,391,2022-05-19,3,372.2
355,129,763,2023-06-10,5,239.14
12226,117,64,2023-12-06,5,600.89
10907,105,523,2022-02-21,3,1236.83
3183,113,66,2022-11-11,2,837.1
7884,143,748,2023-04-03,5,358.14
8130,153,444,2021-12-13,5,41.72
2161,105,790,2023-01-01,2,1286.15
6114,158,21,2021-07-11,4,3622.438297206675
712,118,570,2023-04-07,1,733.23
3934,158,480,2023-03-13,2,405.05
4510,152,435,2023-11-28,5,132.69
3143,132,450,2023-05-29,1,394.0
6977,115,256,2022-08-02,3,261.89
11629,155,113,2023-10-02,5,126.57
7980,119,763,2023-08-23,2,623.66
5055,141,338,2023-08-22,5,757.41
4868,144,736,2023-02-09,4,447.41
10193,119,614,2021-09-20,2,671.34
11444,107,654,2023-07-06,2,605.53
1549,108,364,10/09/2023,3,1158.75
4541,112,745,2023-08-28,5,855.8
451,151,515,2023-09-06,5,176.71
4513,123,435,2023-07-06,4,333.89
9127,144,558,2023-03-04,1,405.1
1375,129,473,2023-05-10,2,247.26
8560,119,197,2022-07-17,3,661.71
2120,152,543,2023-06-28,1,128.56
9956,156,806,2023-03-26,4,486.36
3031,104,796,2021-10-04,-1,-57.759948129289626
8071,148,659,2023-07-06,2,258.15
870,151,109,2023-10-06,5,128.97
8780,136,37,2022-04-30,1,393.53
10840,130,760,2022-04-26,5,277.8
4059,142,216,2022-08-21,-1,677.08
131,130,492,2022-09-06,1,276.48
1945,111,353,2022-07-01,5,724.31
8329,102,29,2023-04-09,5,1220.87
429,130,670,2023-03-03,5,261.14
2103,149,510,2023-01-15,4,140.31
11769,147,630,2023-11-11,3,198.69
9806,153,469,2024-01-31,4,36.47
2739,128,29,2021-10-09,5,604.41
9287,140,538,2023-04-05,3,342.26
9122,133,763,2023-05-04,3,240.0
672,119,588,2025-13-45,3,589.15
795,161,543,2021-04-24,1,379.35
6248,111,160,2023-02-14,5,852.05
11844,136,343,2021-08-27,3,396.88
3435,154,257,2022-07-28,-1,85.41
4502,9278,157,2023-07-14,3,839.67
4861,141,435,2023-01-03,5,648.53
1265,143,88,20220422,2,294.37
12013,109,380,2023-12-05,1,1180.28
7944,113,42,2022-07-28,4,852.34
2332,105,310,2021-10-17,2,1254.05
9130,123,671,2023-06-13,3,-68.14880880743743
7864,125,388,2023-11-02,1,357.24
10628,140,689,2022-08-10,1,316.47
10990,159,112,2023-10-31,5,423.21
8651,146,794,2021-10-04,5,62.59
4109,106,547,2023-10-03,4,841.45
87,108,277,2024-01-04,2,1158.37
10393,118,145,2023-08-27,3,710.79
162,131,480,2023-04-01,4,423.23
11721,106,527,2023-11-22,4,781.29
9045,136,456,2023-12-16,4,380.63
1082,138,31,2021-02-07,5,465.74
8443,128,473,2023-10-23,5,653.04
4578,119,778,2023-10-04,1,608.45
1999,144,820,2023-12-02,3,
10709,123,584,2021-06-18,3,329.74
4442,137,33,2023-01-26,1,654.42
5858,108,268,2021-05-09,3,1090.5
11178,116,53,2023-07-19,3,868.08
4812,102,743,2023-08-25,2,1318.8
8895,129,623,2021-04-20,4,232.4
10167,136,25,2023-12-17,2,335.5
6437,152,84,2023-01-25,1,126.61
6192,111,752,2022-06-05,1,787.89
9320,155,419,2022-02-13,4,92.34
2838,145,640,2024-01-11,4,152.03
12111,163,316,2023-10-13,4,473.9
733,145,756,2021-10-29,4,146.27
6721,101,432,2022-03-14,2,1050.79
11732,136,302,2022-01-09,3,311.24
7946,154,706,2021-08-17,3,82.71
233,143,686,2023-06-19,2,301.58
971,151,709,2023-11-25,5,131.2
11003,154,558,2023-07-23,3,0.0
7883,153,211,2023-12-27,5,35.12
4,153,1014,2023-01-03,2,42.19
9577,128,157,2023-03-02,5,717.44
4742,109,202,2023-08-27,0,1124.05
1766,107,330,2023-01-09,2,619.3
3259,148,419,2023-04-14,1,207.96
4591,139,676,2024-01-28,4,271.92
8201,133,150,2022-04-18,1,270.51
8816,104,320,2021-05-17,4,19640.89413109901
10733,125,265,2023-03-12,5,388.42
5237,141,109,2023-05-13,4,594.32
2510,106,171,2022-06-13,1,877.67
5300,138,344,2022-11-19,4,436.81
10603,135,215,2021-12-13,1,739.7
7900,116,505,2021-11-28,4,933.33
6458,130,340,2021-03-01,2,3941.220163420356
4975,105,676,2023-07-06,3,1342.07
5433,154,504,2023-08-28,0,-93.15842815219078
11700,139,198,2021-12-12,2,288.28
8226,151,138,2023-07-20,5,128.29
389,163,714,2021-12-19,4,408.08
9710,158,626,2022-09-25,5,316.03
6522,156,356,2021-06-29,5,
5654,162,367,2023-04-04,4,314.64
2883,146,394,2023-02-27,5,-26.01536023525056
10666,131,366,2023-05-22,5,438.0
577,144,467,2021-10-30,3,416.87
7818,146,17,2021-07-25,4,68.48
11817,9833,632,2023-01-06,-1,270.73
9291,132,171,2022-07-01,1,373.44
2139,150,196,2023-03-16,1,70.26
6872,149,175,2022-10-16,4,189.02
679,146,659,2022-11-09,5,59.64
7688,128,476,2023-06-11,1,657.66
11006,149,358,2023-01-26,2,2346.3147676664857
9378,143,607,2023-02-06,3,339.93
5312,115,226,2023-10-24,4,263.27
7129,132,685,2021-05-27,3,358.84
8658,110,35,2023-07-13,1,757.17
6736,125,379,2023-12-18,2,362.63
5251,140,252,2023-05-20,2,335.6
7358,128,642,2023-11-12,-1,713.78
4913,132,490,2023-07-31,5,380.15
8014,155,329,2023-02-17,3,1629.455423867038
5695,116,483,2023-01-05,3,919.62
8689,124,708,2021-06-06,2,442.11
334,144,171,2022-03-15,5,464.49
11753,135,654,09-08-2023,1,719.06
3961,129,153,2021-04-01,5,236.92
5689,137,94,2023-02-09,5,631.24
1016,118,458,2023-01-08,2,705.51
4490,118,266,2023-03-15,2,677.26
7073,159,70,2023-03-15,5,328.31
2320,123,270,2023-11-11,2,345.85
1955,104,353,2023-11-07,5,
8758,155,467,2023-06-04,5,113.11
4223,9058,709,2023-01-16,4,775.16
2822,114,619,2021-12-11,3,666.82
3777,135,586,2023-08-26,2,627.1
5022,136,3,2023-03-20,4,373.49
1981,148,661,2023-04-06,2,196.51
4684,104,622,2023-11-17,3,22544.059362944037
655,107,444,2023-07-02,3,601.17
5349,141,167,2023-02-04,5,757.68
3924,111,400,2023-01-15,1,0.0
2749,154,272,invalid_date,4,932.184233969077
955,156,15,2021-11-28,3,603.24
3549,143,336,2022-07-06,0,293.2
10761,132,426,2021-09-09,1,13912.111794351302
1382,158,232,2021-03-10,5,324.62
12225,118,731,2023-08-19,2,713.96
10408,162,486,2021-11-29,4,309.02
9962,148,431,2023-09-23,1,199.4
1003,131,329,2021-04-03,2,457.81
9905,135,351,2022-04-16,3,621.71
7641,125,199,2023-05-17,4,368.0
4704,148,383,2022-11-17,2,272.43
7336,154,62,2021-05-26,1,73.35
8610,128,172,2021-10-10,5,646.56
4415,120,207,2023-04-07,5,844.44
9177,148,110,2023-04-05,3,198.0
1048,108,454,2021-07-13,3,1113.49
10178,150,485,2022-01-11,5,79.87
10898,112,624,2023-08-09,2,806.55
8332,137,54,30/06/2023,2,633.85
1595,131,610,2023-05-07,4,15800.225724026066
5442,156,535,2021-06-04,4,489.24
11653,123,810,2023-05-18,5,326.24
330,145,614,2023-09-25,5,145.15
2247,145,238,2022-03-20,690,108.85
7454,125,487,2023-02-12,1,14038.419149226715
2067,122,374,2023-09-08,5,785.25
1899,127,213,2023-12-22,5,385.42
5369,153,212,2023-10-20,4,51.01
5720,136,558,2022-07-10,4,381.32
6683,114,496,2022-02-21,3,666.23
2147,115,550,2023-07-29,3,255.94
1607,161,454,2023-07-04,1,399.55
7348,139,798,2023-04-12,4,283.64
11763,124,603,invalid_date,1,477.96
7120,137,316,2023-09-21,5,561.29
4445,158,167,2023-03-17,5,274.91
3127,102,1637,2022-10-08,3,1246.48
1961,155,613,2023-12-04,2,142.26
4272,161,656,2023-02-11,-1,404.89
10670,145,104,2022-01-01,1,145.49
5745,162,687,2023-10-21,2,311.19
7461,111,758,2023-10-05,-1,799.75
10624,143,196,2022-07-23,5,330.87
3356,157,548,2022-07-26,1,436.22
2669,9962,278,2023-06-21,3,1071.94
7425,122,285,2021-02-18,1,883.9
8599,135,299,2023-01-25,4,686.96
4870,151,675,2021-06-23,4,168.88
9922,120,527,2023-07-31,4,845.44
11108,140,710,2023-09-15,3,363.95
4833,109,449,2025-13-45,2,1107.0
1415,136,103,2022-11-28,4,
1987,136,634,2021-07-24,2,316.33
9243,129,270,2023-03-26,3,217.9
5976,152,444,2024-01-09,2,124.26
8001,136,235,2023-10-03,1,363.55
10171,114,335,2022-11-21,5,0.0
127,158,374,2023-06-28,4,391.58
9582,129,40,2021-02-10,5,252.86
11081,158,483,2023-03-11,4,398.34
1579,163,8,2023-09-08,5,475.08
3286,132,506,2021-08-08,2,377.12
68,111,726,2023-08-06,813,0.0
1248,117,366,2022-03-05,5,
5894,159,756,2021-08-15,-1,441.7
3463,135,650,2023-01-15,-1,675.08
1952,120,91,2023-06-29,3,833.04
627,101,406,2023-12-26,5,1133.01
4250,120,703,2022-06-21,1,836.91
10101,104,120,2021-01-02,626,677.79
11924,155,383,2023-11-19,1,135.49
7776,148,76,2021-02-27,2,235.49
7426,104,133,2023-06-03,1,714.17
4318,147,24,2023-06-27,5,231.16
4851,123,386,2021-06-27,4,342.54
8631,102,327,2023-05-26,3,1246.28
7527,154,434,2021-07-15,5,62.34
6250,137,583,2023-09-25,3,593.5
6640,137,164,2023-08-01,4,591.7
8570,162,702,2022-08-27,3,294.35
2977,9321,45,2022-09-10,3,321.28
2862,129,451,2023-07-24,4,234.6
6543,133,377,2023-06-11,5,243.41
6981,136,223,2023-08-09,395,343.24
5856,136,679,2021-07-18,3,360.56
4623,108,339,2023-04-16,4,1016.45
4555,161,704,2023-11-17,5,459.91
9989,109,199,2021-12-19,1,1159.39
4536,116,496,2022-12-20,0,868.77
12154,142,376,2023-02-09,2,756.69
6684,120,490,2022-02-16,5,897.68
700,115,207,2023-10-24,5,260.25
7536,110,340,2023-02-23,4,753.24
3326,157,659,2023-09-25,2,414.43
6611,113,713,2023-11-01,3,807.56
1035,148,811,2021-04-01,2,275.38
9518,125,748,2023-08-29,2,344.39
2391,117,352,2023-03-17,5,567.11
1535,123,275,2023-08-18,5,346.68
2549,136,190,2023-09-09,5,
2355,161,651,2022-01-30,1,466.35
2053,138,424,2023-01-17,2,501.22
11227,128,817,2023-02-18,1,664.93
8633,135,640,2023-02-10,2,719.32
9729,127,668,2023-08-29,0,343.16
2349,106,760,2023-10-29,1,788.63
11466,143,563,2023-11-20,4,363.25
9650,132,180,2023-07-23,2,390.7
9641,125,88,2022-01-10,5,
8661,130,348,2022-11-27,1,
3641,142,481,2023-02-05,2,739.95
11900,134,547,2023-10-02,5,337.03
6042,118,82,2025-13-45,3,755.72
2185,149,800,2023-05-30,1,189.11
8565,120,381,2021-07-30,3,826.23
11802,135,540,2023-12-17,1,
10197,146,460,2021-07-23,4,55.21
846,147,32,2021-03-20,3,173.95
7419,137,557,2021-06-19,5,655.12
9184,158,783,2022-07-25,5,393.15
8693,120,53,2023-09-30,1,795.6
6729,135,789,2022-08-27,2,16381.52086016452
11419,117,210,2022-05-28,3,557.21
4958,154,135,2021-11-02,5,87.7
2003,108,791,2021-03-22,3,23543.427212566734
8903,155,18,2023-05-22,5,120.52
8276,153,758,2023-02-21,4,36.87
1096,136,797,2021-09-05,1,380.9
10455,115,580,2023-09-27,3,298.02
3227,123,34,2022-08-06,3,-34.9524163250812
8756,151,1420,2022-07-23,4,177.52
5625,156,291,2023-09-12,4,532.21
2443,159,799,2023-01-01,4,296.31
3606,113,529,2023-05-16,3,770.52
10285,136,28,2023-04-17,5,346.06
6426,108,241,2023-04-03,5,1066.05
9456,120,762,2023-05-18,4,820.5
7690,163,291,2021-10-05,1,451.97
3274,162,796,2023-05-14,1,253.62
8605,151,176,2022-05-20,2,182.78
8351,123,738,2023-07-01,5,313.02
7063,120,73,2023-09-16,2,903.52
11372,113,327,2023-09-03,2,868.51
3739,108,293,2023-01-27,4,1002.27
